street_name,from_junc,to_junc,avg_speed,num_cars,seg_len,spd_limit,congestion
9th Ave,51,50,15,9,0.051136,25,0
9th Ave,52,51,15,9,0.051136,25,0
9th Ave,53,52,15,9,0.051136,25,0
9th Ave,54,53,15,9,0.051136,25,0
9th Ave,55,54,15,9,0.051136,25,0
9th Ave,56,55,15,9,0.051136,25,0
9th Ave,57,56,15,9,0.051136,25,0
9th Ave,58,57,15,9,0.051136,25,0
9th Ave,59,58,15,9,0.051136,25,0
8th Ave,60,61,15,9,0.051136,25,0
8th Ave,61,62,15,9,0.051136,25,0
8th Ave,62,63,15,9,0.051136,25,0
8th Ave,63,64,15,9,0.051136,25,0
8th Ave,64,65,15,9,0.051136,25,0
8th Ave,65,66,15,9,0.051136,25,0
8th Ave,66,67,15,9,0.051136,25,0
8th Ave,67,68,15,9,0.051136,25,0
8th Ave,68,69,15,9,0.051136,25,0
8th Ave,69,70,15,9,0.051136,25,0
8th Ave,70,71,15,9,0.051136,25,0
8th Ave,71,72,15,9,0.051136,25,0
8th Ave,72,73,15,9,0.051136,25,0
8th Ave,73,74,15,9,0.051136,25,0
8th Ave,74,75,15,9,0.051136,25,0
8th Ave,75,76,15,9,0.051136,25,0
8th Ave,76,77,15,9,0.051136,25,0
8th Ave,77,78,15,9,0.051136,25,0
8th Ave,78,79,15,9,0.051136,25,0
7th Ave,81,80,15,9,0.051136,25,0
7th Ave,82,81,15,9,0.051136,25,0
7th Ave,83,82,15,9,0.051136,25,0
7th Ave,84,83,15,9,0.051136,25,0
7th Ave,85,84,15,9,0.051136,25,0
7th Ave,86,85,15,9,0.051136,25,0
7th Ave,87,86,15,9,0.051136,25,0
7th Ave,88,87,15,9,0.051136,25,0
7th Ave,89,88,15,9,0.051136,25,0
7th Ave,90,89,15,9,0.051136,25,0
7th Ave,91,90,15,9,0.051136,25,0
7th Ave,92,91,15,9,0.051136,25,0
7th Ave,93,92,15,9,0.051136,25,0
7th Ave,94,93,15,9,0.051136,25,0
7th Ave,95,94,15,9,0.051136,25,0
7th Ave,96,95,15,9,0.051136,25,0
7th Ave,97,96,15,9,0.051136,25,0
7th Ave,98,97,15,9,0.051136,25,0
7th Ave,99,98,15,9,0.051136,25,0
W 23 St,0,20,15,32,0.170455,25,0
W 23 St,20,40,15,32,0.170455,25,0
W 23 St,40,60,15,32,0.170455,25,0
W 23 St,60,80,15,32,0.170455,25,0
W 23 St,20,0,15,32,0.170455,25,0
W 23 St,40,20,15,32,0.170455,25,0
W 23 St,60,40,15,32,0.170455,25,0
W 23 St,80,60,15,32,0.170455,25,0
W 24 St,1,21,15,32,0.170455,25,0
W 24 St,21,41,15,32,0.170455,25,0
W 24 St,41,61,15,32,0.170455,25,0
W 24 St,61,81,15,32,0.170455,25,0
W 25 St,22,2,15,32,0.170455,25,0
W 25 St,42,22,15,32,0.170455,25,0
W 25 St,62,42,15,32,0.170455,25,0
W 25 St,82,62,15,32,0.170455,25,0
W 26 St,3,23,15,32,0.170455,25,0
W 26 St,23,43,15,32,0.170455,25,0
W 26 St,43,63,15,32,0.170455,25,0
W 26 St,63,83,15,32,0.170455,25,0
W 27 St,24,4,15,32,0.170455,25,0
W 27 St,84,64,15,32,0.170455,25,0
W 28 St,5,25,15,32,0.170455,25,0
W 28 St,25,45,15,32,0.170455,25,0
W 28 St,45,65,15,32,0.170455,25,0
W 28 St,65,85,15,32,0.170455,25,0
W 29 St,26,6,15,32,0.170455,25,0
W 29 St,46,26,15,32,0.170455,25,0
W 29 St,66,46,15,32,0.170455,25,0
W 29 St,86,66,15,32,0.170455,25,0
W 30 St,7,27,15,32,0.170455,25,0
W 30 St,27,47,15,32,0.170455,25,0
W 30 St,47,67,15,32,0.170455,25,0
W 30 St,67,87,15,32,0.170455,25,0
W 31 St,48,28,15,32,0.170455,25,0
W 31 St,68,48,15,32,0.170455,25,0
W 31 St,88,68,15,32,0.170455,25,0
W 33 St,30,10,15,32,0.170455,25,0
W 33 St,50,30,15,32,0.170455,25,0
W 33 St,70,50,15,32,0.170455,25,0
W 34 St,11,31,15,32,0.170455,25,0
W 34 St,31,51,15,32,0.170455,25,0
W 34 St,51,71,15,32,0.170455,25,0
W 34 St,71,91,15,32,0.170455,25,0
W 34 St,31,11,15,32,0.170455,25,0
W 34 St,51,31,15,32,0.170455,25,0
W 34 St,71,51,15,32,0.170455,25,0
W 34 St,91,71,15,32,0.170455,25,0
W 35 St,32,12,15,32,0.170455,25,0
W 35 St,52,32,15,32,0.170455,25,0
W 35 St,72,52,15,32,0.170455,25,0
W 35 St,92,72,15,32,0.170455,25,0
W 36 St,13,33,15,32,0.170455,25,0
W 36 St,33,53,15,32,0.170455,25,0
W 36 St,53,73,15,32,0.170455,25,0
W 36 St,73,93,15,32,0.170455,25,0
W 37 St,34,14,15,32,0.170455,25,0
W 37 St,54,34,15,32,0.170455,25,0
W 37 St,74,54,15,32,0.170455,25,0
W 37 St,94,74,15,32,0.170455,25,0
W 38 St,15,35,15,32,0.170455,25,0
W 38 St,35,55,15,32,0.170455,25,0
W 38 St,55,75,15,32,0.170455,25,0
W 38 St,75,95,15,32,0.170455,25,0
W 39 St,36,16,15,32,0.170455,25,0
W 39 St,56,36,15,32,0.170455,25,0
W 39 St,76,56,15,32,0.170455,25,0
W 39 St,96,76,15,32,0.170455,25,0
W 40 St,17,37,15,32,0.170455,25,0
W 40 St,37,57,15,32,0.170455,25,0
W 40 St,57,77,15,32,0.170455,25,0
W 40 St,77,97,15,32,0.170455,25,0
W 41 St,38,18,15,32,0.170455,25,0
W 41 St,58,38,15,32,0.170455,25,0
W 41 St,78,58,15,32,0.170455,25,0
W 41 St,98,78,15,32,0.170455,25,0
W 42 St,19,39,15,32,0.170455,25,0
W 42 St,39,59,15,32,0.170455,25,0
W 42 St,59,79,15,32,0.170455,25,0
W 42 St,79,99,15,32,0.170455,25,0
W 42 St,39,19,15,32,0.170455,25,0
W 42 St,59,39,15,32,0.170455,25,0
W 42 St,79,59,15,32,0.170455,25,0
W 42 St,99,79,15,32,0.170455,25,0
